
dish_not_empty\obj_1750002044_1.jpg,dish_not_empty
tray_empty\obj_1750002054_1.jpg,tray_empty
tray_not_empty\obj_1750002062_1.jpg,tray_not_empty
tray_not_empty\obj_1750002104_1.jpg,tray_not_empty
tray_not_empty\obj_1750002117_1.jpg,tray_not_empty
dish_not_empty\obj_1750002117_2.jpg,dish_not_empty
dish_not_empty\obj_1750002139_1.jpg,dish_not_empty
tray_not_empty\obj_1750002149_1.jpg,tray_not_empty
dish_not_empty\obj_1750002149_2.jpg,dish_not_empty
dish_empty\obj_1750002175_0.jpg,dish_empty
dish_not_empty\obj_1750002175_1.jpg,dish_not_empty
dish_kakigori\obj_1750002175_2.jpg,dish_kakigori
dish_empty\obj_1750002190_0.jpg,dish_empty
dish_not_empty\obj_1750002190_1.jpg,dish_not_empty
dish_kakigori\obj_1750002190_2.jpg,dish_kakigori
tray_not_empty\obj_1750002198_1.jpg,tray_not_empty
dish_empty\obj_1750002232_0.jpg,dish_empty
dish_not_empty\obj_1750002232_1.jpg,dish_not_empty
dish_empty\obj_1750002241_0.jpg,dish_empty
tray_not_empty\obj_1750002241_1.jpg,tray_not_empty
tray_empty\obj_1750002241_2.jpg,tray_empty
dish_not_empty\obj_1750002759_0.jpg,dish_not_empty
dish_not_empty\obj_1750002774_0.jpg,dish_not_empty
tray_empty\obj_1750002783_0.jpg,tray_empty
dish_not_empty\obj_1750002783_1.jpg,dish_not_empty
tray_empty\obj_1750002787_0.jpg,tray_empty
dish_not_empty\obj_1750002787_1.jpg,dish_not_empty
tray_not_empty\obj_1750002817_0.jpg,tray_not_empty
tray_kakigori\obj_1750002822_0.jpg,tray_kakigori
tray_empty\obj_1750002831_0.jpg,tray_empty
tray_not_empty\obj_1750002834_0.jpg,tray_not_empty
tray_not_empty\obj_1750002843_0.jpg,tray_not_empty
tray_empty\obj_1750002843_1.jpg,tray_empty
tray_not_empty\obj_1750002846_0.jpg,tray_not_empty
tray_not_empty\obj_1750002852_0.jpg,tray_not_empty
dish_not_empty\obj_1750002852_1.jpg,dish_not_empty
dish_not_empty\obj_1750002852_2.jpg,dish_not_empty
tray_kakigori\obj_1750002857_0.jpg,tray_kakigori
tray_empty\obj_1750002861_0.jpg,tray_empty
tray_kakigori\obj_1750002872_0.jpg,tray_kakigori
dish_not_empty\obj_1750002876_0.jpg,dish_not_empty
dish_not_empty\obj_1750002907_0.jpg,dish_not_empty
dish_not_empty\obj_1750002907_2.jpg,dish_not_empty
dish_kakigori\obj_1750002912_0.jpg,dish_kakigori
dish_kakigori\obj_1750002919_0.jpg,dish_kakigori
dish_kakigori\obj_1750002921_0.jpg,dish_kakigori
dish_kakigori\obj_1750002927_0.jpg,dish_kakigori
dish_kakigori\obj_1750002933_0.jpg,dish_kakigori
dish_not_empty\obj_1750002933_1.jpg,dish_not_empty
tray_kakigori\obj_1750002956_0.jpg,tray_kakigori
dish_not_empty\obj_1750002966_0.jpg,dish_not_empty
tray_empty\obj_1750002970_0.jpg,tray_empty
tray_not_empty\obj_1750002970_1.jpg,tray_not_empty
tray_empty\obj_1750002980_0.jpg,tray_empty
tray_empty\obj_1750002983_0.jpg,tray_empty
tray_empty\obj_1750002986_0.jpg,tray_empty
dish_not_empty\obj_1750002986_1.jpg,dish_not_empty
tray_kakigori\obj_1750003000_0.jpg,tray_kakigori
tray_kakigori\obj_1750003003_0.jpg,tray_kakigori
dish_kakigori\obj_1750003010_0.jpg,dish_kakigori
dish_kakigori\obj_1750003017_0.jpg,dish_kakigori
dish_kakigori\obj_1750003023_0.jpg,dish_kakigori
dish_kakigori\obj_1750003026_0.jpg,dish_kakigori
dish_kakigori\obj_1750003030_0.jpg,dish_kakigori
dish_kakigori\obj_1750003034_0.jpg,dish_kakigori
tray_empty\obj_1750003038_0.jpg,tray_empty
tray_empty\obj_1750003041_0.jpg,tray_empty
tray_empty\obj_1750003043_0.jpg,tray_empty
dish_not_empty\obj_1750003043_1.jpg,dish_not_empty
dish_kakigori\obj_1750003054_1.jpg,dish_kakigori
tray_empty\obj_1750003054_2.jpg,tray_empty
tray_empty\obj_1750003058_0.jpg,tray_empty
tray_kakigori\obj_1750003077_0.jpg,tray_kakigori
dish_kakigori\obj_1750003087_0.jpg,dish_kakigori
dish_not_empty\obj_1750003107_0.jpg,dish_not_empty
tray_kakigori\obj_1750003141_0.jpg,tray_kakigori
tray_kakigori\obj_1750003143_0.jpg,tray_kakigori
tray_kakigori\obj_1750003146_0.jpg,tray_kakigori
dish_empty\obj_1750003206_0.jpg,dish_empty
dish_empty\obj_1750003208_0.jpg,dish_empty
dish_empty\obj_1750003210_0.jpg,dish_empty
dish_empty\obj_1750003212_0.jpg,dish_empty
dish_empty\obj_1750003214_0.jpg,dish_empty
dish_empty\obj_1750003217_0.jpg,dish_empty
dish_empty\obj_1750003219_0.jpg,dish_empty
dish_empty\obj_1750003223_0.jpg,dish_empty
dish_empty\obj_1750003226_0.jpg,dish_empty
dish_empty\obj_1750003229_0.jpg,dish_empty
